"caption","ownerFullName","ownerUsername","url","commentsCount","firstComment","likesCount","timestamp","queryTag"
"Behind-the-scenes with a #FIFAWorldCup Match Director 🎥","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmXL5R-DUKq/","471","DID YOU INSPECT VAR ???? OFC NOO BC  THIS IS MATCH OF MOROCCO AND CROITIA AND MOROCCO IS AFRICAN CONTRIE","172281","2022-12-19T20:05:52.000Z",
"Back in Buenos Aires and Messi's hometown of Rosario 🇦🇷🎆

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWUjk5vOCR/","1084","Los argentinos somos los campeones del mundo ❤️🔥 a los resentidos! invidiosos! y malos perdesores sigan llorando sigan que nos encantaaaaaaa!!! Jajaja 💙🤍💙🇦🇷🔥🔥🔥🔥","654354","2022-12-19T12:01:21.000Z",
"Thanks for the memories ❤️

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWpj4aN1vt/","5348","🇮🇷🇮🇷🇮🇷🇮🇷","1873923","2022-12-19T15:04:54.000Z",
"No, it wasn't all a dream 🇦🇷🏆 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWSRK0Ngk4/","444","Jajaja como lloran los perdedoressss jajaj nos encantaaaa sigan llorandoooo😂","333304","2022-12-19T11:41:35.000Z",
"⏪ One month ago, Jung Kook lit up the #Qatar2022 opening ceremony! 🙌

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmZUmWltPba/","13530","Jungkook made history❤️","1255260","2022-12-20T15:59:28.000Z",
"Millions of fans have cheered together across 64 matches at the #FIFAWorldCup. Here are some of our favourite moments with #shotonvivo!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWKfvvN2ug/","152","My favorite moment jungkook","62905","2022-12-19T10:33:51.000Z",
"Draped in #FIFAWorldCup immortality, @leomessi 💫🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWDRlhBZXg/","2597","🐐","960089","2022-12-19T09:30:21.000Z",
"The #FIFAWorldCup closing ceremony delivered! 🏆

Listen to the official FIFA World Cup Qatar 2022 soundtrack on all of your favourite streaming platforms 🤩","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWDVibL5IM/","12053","😍😍😍🥰🥰","1861082","2022-12-19T09:38:09.000Z",
"Don't cry because the tournament's over. Smile...because you can go to McDonald's more now.","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmV_b-7OIJi/","107","Loved the FIFA themed McDonalds burger 🙌 🍔 😋","44127","2022-12-19T09:00:48.000Z",
"The exact moment this #FIFAWorldCup final came alive! 🇦🇷🇫🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVn5_BvxsR/","578","Yeah , last player and he has a yellow card , but No another card because he playing with pessi","199662","2022-12-19T05:31:12.000Z",
"𝑷𝒊𝒄𝒔 𝑻𝒉𝒂𝒕 𝑮𝒐 𝑯𝒂𝒓𝒅 𝑽𝒐𝒍. 1","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmcAtMdru8D/","2816","Cr7>>>>>>>>>>>>>>>>>>>>>>>>> fifa","1331611","2022-12-21T17:03:21.000Z",
"The little boy from Rosario, Argentina. He did it. 🏆❤️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWaw3rMtXA/","1212","❤️","560299","2022-12-19T12:55:52.000Z",
"2022 🤝 2023

#FIFAWorldCup done. #FIFAWWC here we come!","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CmW-SE7v65a/","7383","Ya dalgamı geçiyon fıfa Messi ne o kadın nere bide aynı karedeler","2096202","2022-12-19T18:05:58.000Z",
"Story of the #FIFAWorldCup final in 🔟 images 🤩🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmV8cVKBxCc/","706","The World Cup Final was iconic 👏👏👏👏","477159","2022-12-19T08:30:39.000Z",
"😳 Unforgettable matches, unforgettable goals 🥰 
Rewatch them all on FIFA+ and vote for your Hyundai Goal Of The Tournament!
#HyundaiGOTT2022 #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWFUkxpJ2L/","654","Cameroun goal 👏👏","78569","2022-12-19T09:49:17.000Z",
"The people's champion ❤️ 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVyFZFNC3k/","1773","","1338794","2022-12-19T07:00:11.000Z",
"Messi ❤️ Mbappe 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWGI6BrL0l/","3420","@irshadmaken","2277972","2022-12-19T09:56:29.000Z",
"Can't stop thinking about that game 🤯 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVfGr5r79N/","1392","Ok","898992","2022-12-19T04:14:20.000Z",
"The adidas Golden Glove winner + one of the great #FIFAWorldCup Final saves 🧤🌟","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVWjZuO8W5/","2660","😍😍","775681","2022-12-19T02:59:37.000Z",
"Coming of age, Enzo Fernandez 🏆😍

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWezy_v0uD/","1429","😂","559924","2022-12-19T13:30:57.000Z",
"“The World is Yours to Take” official video is out now on YouTube!

See Argentina #BringHomeTheBud in a first-of-its-kind celebration film shot at the #FIFAWorldCup with @lilbaby and @directorx 

#TheWorldIsYoursToTake #Budweiser","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUvJmVp261/","216","No sé, pero como van a cagar así este temazo de Tears for Fears..","133828","2022-12-18T21:16:36.000Z",
"Need a goal in a #FIFAWorldCup Final? Just call Angel Di Maria 🤙🇦🇷

He's scored in three-straight finals for Argentina! 

#LetItFly with @qatarairways","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmU3OmVKOsZ/","452","Lejos pero muy lejos el mejor gol del mundial. Toques y calidad inigualables !!","225176","2022-12-18T22:26:04.000Z",
"When dad just won the #FIFAWorldCup ❤️🇦🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmU3lJzhNW1/","1081","❤️❤️❤️❤️❤️","1093209","2022-12-18T22:28:56.000Z",
"Golden Boot winner Kylian Mbappe doing what he does best at the #FIFAWorldCup ✨

@kia.worldwide #KiaMovementThatInspires #KiaInspireTogether #FIFAWorldCup2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmV7Dr7uLxX/","1165","Mbappe was incredible in the World Cup final 👏👏👏👏👏🇫🇷","297917","2022-12-19T08:18:52.000Z",
"The #FIFAWorldCup Champions club has a glorious new entrant 🇦🇷 

🏆 Lionel Messi's Argentina!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVioyVuK6S/","3674","how to download this picture？","1501165","2022-12-19T04:45:13.000Z",
"Dream 🤝 Reality

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWNjXWBR5d/","1041","❤️","641088","2022-12-19T11:00:10.000Z",
"An incredible tournament 👏 

Well played, @equipedefrance 💙 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVDuX1u9oN/","6103","African team?","1723114","2022-12-19T00:15:05.000Z",
"Blasting this one at full volume 🔊🇦🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUs_rmLTQ1/","3323","@itz_danish_fab","1541922","2022-12-18T20:57:00.000Z",
"“We’ve done it” 🙌 

@budweiser Player of the Match, @leomessi says the World Cup trophy was destined for Argentina 🏆🇦🇷

#ARGFRA #POTM #YoursToTake #BringHomeTheBud @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmU56ihBGNw/","1649","Camera wawa 🙂😂😂","627079","2022-12-18T22:52:22.000Z",
"A piece of history 🥅 ✂️ 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmVPwZot8ek/","1645","kita juga lo min pas final vs thailand  kita minta jala gawangnya","1453580","2022-12-19T02:00:13.000Z",
"#Qatar2022? Completed it 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUkH0QN9kD/","1229","Morocco 🇲🇦 🔥🔥🔥🔥","274563","2022-12-18T19:41:44.000Z",
"Argentina have their third star ⭐️ 
Messi’s legacy is complete 🐐 

An incredible #FIFAWorldCup Final 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUwl_pBRYv/","561","❤️","291644","2022-12-18T21:30:42.000Z",
"1986 ➡️ 2022 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUnH_svTNJ/","4394","❤️","2096400","2022-12-18T20:05:08.000Z",
"Sealed with a kiss 😘 🏆 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmU839LBb9o/","2133","😘","1363462","2022-12-18T23:15:14.000Z",
"Gracias, Leo 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUl_lUtExn/","2488","🥺💙","695844","2022-12-18T19:56:32.000Z",
"💔

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmV1iSHv7XI/","13432","Je t’aime kyky de bondy","2953595","2022-12-19T07:30:18.000Z",
"❤️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUjnAcPX16/","3727","😍❤️","1764105","2022-12-18T19:34:25.000Z",
"The Champions 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUfWCprDPY/","3485","💙💙💙","1247553","2022-12-18T18:57:09.000Z",
"The moment when a dream becomes reality 🏆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUhmJerz6h/","35000","","5190157","2022-12-18T19:17:22.000Z",
"Agueroooo 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUgRCtLo9l/","4115","Groso","1498185","2022-12-18T19:05:12.000Z",
"On the day Argentina won their third #FIFAWorldCup, @leomessi is your @budweiser Player of the Match. 🐐

🇦🇷 #ARGFRA 🇫🇷 #POTM #YoursToTake #BringHomeTheBud @budfootball","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUo-1OqG_O/","6084","se sigue recordando 🫶","1040756","2022-12-18T20:21:22.000Z",
"Vamos Argentina! These fans helped power 🇦🇷 to a spectacular final! Congratulations Argentina!!!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUpSvfLv4n/","779","Penalty for argentina","371876","2022-12-18T20:25:30.000Z",
"The beautiful game.

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUYvKmLDPb/","6107","🤍🏆🩵🔥","1148574","2022-12-18T17:59:25.000Z",
"💔 2014 ➡️ 2022 🏆 

#FIFAWorldCup #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmXVR9BBIxm/","578","Di Maria ❤️","426560","2022-12-19T21:26:59.000Z",
"Mission complete for Argentina 🇦🇷🏆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUae4Gv8if/","12493","🇦🇷⭐️⭐️⭐️🇦🇷","2840096","2022-12-18T18:14:53.000Z",
"🎁 The #FIFAWorldCup final was a gift

And @equipedefrance played an equal part in it 🇫🇷👏","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmWX14QBWUd/","552","😍🥰❤️🔥⚽ MBAPPE","203267","2022-12-19T12:30:04.000Z",
"One of the all-time great #FIFAWorldCup Final performances 👏

Kylian Mbappe's hat-trick secured him the @adidas Golden Boot with eight goals at #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUiR0JLvdu/","3299","Prime James 🥲","1180425","2022-12-18T19:22:52.000Z",
"The moment 🏆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUe1Hdrz8_/","13563","❤️😍🔥","3879602","2022-12-18T18:52:39.000Z",
"🐐","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUZwJQLxpV/","9682","🐐","1768593","2022-12-18T18:08:17.000Z",
"🇦🇷 ARGENTINA ARE #FIFAWORLDCUP CHAMPIONS","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUYP0hLIYR/","46650","😍😍😍😍😍😍😍!!","6456480","2022-12-18T17:55:08.000Z",
"Mission accomplished ✅","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUdLfdrupY/","14400","🙌","3940722","2022-12-18T18:38:14.000Z",
"Messi. 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUV3WoLOX7/","4515","The greatest of all time 🐐🙌🔥","1870971","2022-12-18T17:34:19.000Z",
"🥳🎉

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUbuSILcR6/","3751","Сатып алдыы","1359611","2022-12-18T18:25:30.000Z",
"The first player ever to win two @adidas Golden Balls: Lionel Messi 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUgsMxhdgT/","4248","Messi the G.O.A.T 😮 🇦🇷 🔥","1479258","2022-12-18T19:09:01.000Z",
"A third star for Argentina ⭐️⭐️⭐️","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUehwqvSQr/","1242","😍","503195","2022-12-18T18:50:48.000Z",
"@k.mbappe TIES IT AGAIN 🎩

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUWl6NLbsU/","3841","Wow penaldogs are appreciating when mbappe scored from pens 😂😂😂","666114","2022-12-18T17:40:40.000Z",
"What a feeling! 🏆","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUig1wvdJy/","2575","Congratulations Argentina 🇦🇷 🏆","1237572","2022-12-18T19:24:50.000Z",
"👏🏆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUdRDcBhpM/","8976","Why did England become fair play award?","2779519","2022-12-18T18:38:59.000Z",
"An incredible and unforgettable goal 🇦🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUeMxCB5y0/","2949","@50lm_  المصوتين راح ينسون الهدف هذا ويذكرون اسيست فيني ضد جلسي المتتهي صاحب المركز 13🥺","1396692","2022-12-18T18:47:33.000Z",
"The perfect half for Argentina 🇦🇷 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUKxtcLKmT/","4641","❤️","1076858","2022-12-18T15:57:26.000Z",
"This game >>>>>

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmURITYrS84/","4078","😍","1028188","2022-12-18T16:52:56.000Z",
"2-0 ARGENTINA!!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUIncLrcXm/","8775","👏👏👏👏","1632832","2022-12-18T15:38:33.000Z",
"Who will be taking home these #FIFAWorldCup awards?","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUDob6LAUH/","4410","Lionel messi😍","2083265","2022-12-18T14:55:36.000Z",
"TWO GOALS FOR MBAPPÉ IN 97 SECONDS!!

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUQfKdLmvZ/","8978","💪","1694570","2022-12-18T16:47:19.000Z",
"🤩🎆

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUBQRzr693/","4729","Davido the Great 🔝⚡️","1917837","2022-12-18T14:34:13.000Z",
"To extra-time we go 🍿","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUSjDGLZuV/","4024","","1066464","2022-12-18T17:05:20.000Z",
"@carlilloyd 🤝 @leomessi ➡️ The only players to score in every knockout match of a World Cup","FIFA Women's World Cup","fifawomensworldcup","https://www.instagram.com/p/CmUPvaZOXPA/","1684","?","716232","2022-12-18T16:40:48.000Z",
"LIONEL MESSI 🇦🇷 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUHfH3rgZ8/","12547","For the people who are mad i just wanna say","2609646","2022-12-18T15:28:40.000Z",
"64 matches, 32 teams, six continents, one incredible tournament. 

Whether in Doha or elsewhere, the magic of the #FIFAWorldCup has been felt by fans all around the world ✨🌍

#FootballUnitesTheWorld","FIFA","fifa","https://www.instagram.com/p/CmT-8jfqbj2/","778","❤️🇧🇷","468372","2022-12-18T14:15:49.000Z",
"The line-ups are in! 🇦🇷🇫🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT-uvNLX9O/","1432","Que emoción ver a Julián en los carteles. 🕷️👏🏻🤗","547719","2022-12-18T14:12:10.000Z",
"Football and music intertwine at FIFA World Cup 2022™. Enjoy the music performance with vivo at the final match!","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT0gbWLNL_/","154","🔥","40219","2022-12-18T12:43:09.000Z",
"🏆🏆❓ 

With another title, Didier Deschamps would join #FIFAWorldCup royalty 👑","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmTqY0euioR/","998","🇫🇷 4 - 2 🇭🇷 : 2018 FIFA World Cup ⚽ (FINAL)","321043","2022-12-18T11:14:45.000Z",
"History awaits 🇦🇷🇫🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT733mLYuI/","3441","Only messi🔥","1600019","2022-12-18T13:47:12.000Z",
"It’s time ⏰ 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUASlUvS9X/","965","Messi  Messi  Messi 👑👑👑🏆🏆🏆","444864","2022-12-18T14:26:29.000Z",
"Gvardiol has been inspirational at #Qatar2022! 🤩 

Kia Worldwide #KiaMovementThatInspires #KiaInspireTogether #FIFAWorldCup2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmTy-T_qsv0/","350","Thank you Morocco 🔥🔥🔥🔥","51473","2022-12-18T12:29:41.000Z",
"The last time we saw @k.mbappe in a #FIFAWorldCup final... 💥🇫🇷","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT0024LHzC/","556","The voice of football, peter drury 😍😍","235380","2022-12-18T12:45:00.000Z",
"Wow. 🏆 

#FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmUF33Ss7aU/","3526","Wow🔥","1427768","2022-12-18T15:15:07.000Z",
"1.8 million fans attended the FIFA Fan Festival in Doha! 🤯 

#FIFAFanFestival | #FIFAWorldCup","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT4fi8s-9r/","598","@norafatehi fan ❤️❤️❤️","158008","2022-12-18T13:18:03.000Z",
"It all comes down to this... ⌛️

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT9Yt5L1tt/","3430","Mbappe daha ne yapsın 👑","749619","2022-12-18T14:00:25.000Z",
"Today’s prize 🏆 

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmT6NfWroVo/","2956","","981894","2022-12-18T13:32:40.000Z",
"Autographed by the man himself, @leomessi ✒️🇦🇷

#FIFAWorldCup | #Qatar2022","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmTrwFnOZ5r/","2039","Haters please stay million miles away, 😂","1040209","2022-12-18T11:30:30.000Z",
"🎩 The lucky hat that brought the medal? This young fan helped inspire Orsic’s magic to secure third place! Congratulations Croatia! #VisaMatchMoments","FIFA World Cup","fifaworldcup","https://www.instagram.com/p/CmTohVNO9VZ/","368","Thank you Morocco 🇲🇦","53132","2022-12-18T10:59:44.000Z",
