,,Unnamed: 0,id,likesCount,ownerProfilePicUrl,ownerUsername,postUrl,text,timestamp,language,word count,emoji count,emoji list,emoji pattern list
9,3615,28986,17923094930621235,0,https://scontent-atl3-2.cdninstagram.com/v/t51.2885-19/378044649_871937814301297_7651875600515682571_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_cat=101&_nc_ohc=YI8Fnzjvq88AX8N24PN&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCvc4BORHN1jaV7n6hH4i_WGLGN-_ZztuEtZMB30RpGxQ&oe=6524928F&_nc_sid=2999b8,uzaini_zai,https://www.instagram.com/p/ClWV_6fN5YV/,Good luck..👏😄,2022-11-25,en,2,2,"['👏', '😄']",['👏😄']
9,4013,18728,18234572404194450,0,https://instagram.fcra1-1.fna.fbcdn.net/v/t51.2885-19/339985789_763495498734572_3562524159196294833_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcra1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=GPMHcY9IMBMAX9JQAhy&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDu-J4UfP2e110uNTZWG8hpBny8yTd7DekW6F1sUBQthQ&oe=6522DDB1&_nc_sid=2999b8,ybkanthony,https://www.instagram.com/p/ClUXPKCJExL/,"@jake.holtzhauer lil bro talking bout names while your name is jake, bro pls 💀",2022-11-25,en,14,1,['💀'],[]
9,4193,16025,17944171202436200,0,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-19/359804083_291208016885727_7451453512021823636_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_ohc=LqPahn3DJFwAX_iwyx-&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCndqIuV4nXQMnCln0HikOk8bPl4mnx6pL-D9ZFCwF0Gw&oe=65240935&_nc_sid=2999b8,sun_flower_017,https://www.instagram.com/p/ClX0tTEtPJ9/,❤️❤️❤️❤️❤️this man is so cool😍🔥,2022-11-25,en,5,7,"['❤', '❤', '❤', '❤', '❤', '😍', '🔥']",['😍🔥']
9,4367,17302,17967125533998576,0,https://instagram.fbeg3-2.fna.fbcdn.net/v/t51.2885-19/310890272_652906529561232_3261389064574045869_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbeg3-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=u6STS94PEbUAX-V1MCp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD-97lvcPT5k1QcmOXWBfsgmVkuInZFQZUxvtf8pOFWTQ&oe=6523A8D7&_nc_sid=2999b8,jonsonkanu7,https://www.instagram.com/p/ClUCU7Opv0i/,Well played  guys 👏,2022-11-25,en,4,1,['👏'],[]
9,3922,39600,18254201530189967,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/328670726_5077198295717040_4665923088840502214_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=XuZsYsmf-gIAX-Hpqx0&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDJEGCMlOTXwHbHSnKHUKUWoDW8FmTL_grjTCNOZOatvQ&oe=65239720&_nc_sid=2999b8,_said_nadif,https://www.instagram.com/p/ClR1l-xrDaO/,@the_queen_of_adventure wld esclave 😂🇫🇷🐕li ja kay7wikoum roh Chad saff 3la hlib ou zit ou lma ou bannan ou zid ou zid,2022-11-25,en,21,2,"['😂', '🐕']",[]
9,3705,28519,17851461047869413,0,https://instagram.fath3-4.fna.fbcdn.net/v/t51.2885-19/240387501_353020762968204_3528833039257652784_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fath3-4.fna.fbcdn.net&_nc_cat=100&_nc_ohc=GB5d-OJtuq8AX8FyzUI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBmMftspGKZOetJenzRcZRwaZ-Wez-x5hKvcKtVSGXE5Q&oe=6523322F&_nc_sid=2999b8,spread1212,https://www.instagram.com/p/ClWfu0wroNm/,What??!! I don’t understand 🙀 Where is S.Korea player?? 🇰🇷,2022-11-25,en,10,1,['🙀'],[]
9,3880,29730,18021570190445153,0,https://instagram.fgyd4-2.fna.fbcdn.net/v/t51.2885-19/44429966_1092470397588858_5384055038148608000_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fgyd4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=4y-x7VmrRkMAX_vgotC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDq9vNZf32x9x2iGYkEO8pIVHvLXT2QwTgk3N8llMi79g&oe=6523732F&_nc_sid=2999b8,globulfutbol,https://www.instagram.com/p/ClOD5yyrgOP/,But you start to tremble knowing you face Saudi Arabia 🇸🇦 😆,2022-11-25,en,12,1,['😆'],[]
9,4396,29574,17953733096107907,0,https://instagram.fbog10-1.fna.fbcdn.net/v/t51.2885-19/236633248_4866780950001904_985444898700900135_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbog10-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=9OvUm3M_PnkAX__n5B5&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBgzpIpGDIj1Ah68VZBxSrm18z1u3-361lKaMiK4SO7uw&oe=652410FB&_nc_sid=2999b8,edgarinlbc,https://www.instagram.com/p/ClSAMIUM9NQ/,Why they burn Eden with the food question? 😂 @albert810 @chelo23,2022-11-25,en,11,1,['😂'],[]
9,4569,17432,17954489009486086,0,https://instagram.fphx1-2.fna.fbcdn.net/v/t51.2885-19/321480489_3380572935523608_3465558449638843131_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fphx1-2.fna.fbcdn.net&_nc_cat=100&_nc_ohc=CuG2qlo3SEQAX-HHq7w&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBxpQytHHYzFh0FUunYUMYlAtNYnd9C0uemjZRgfumCNA&oe=652339A3&_nc_sid=2999b8,ishanipotfode,https://www.instagram.com/p/ClT_eflJoS6/,Perfectly like we said and meant 🍷⚽,2022-11-25,en,7,2,"['🍷', '⚽']",['🍷⚽']
9,3679,17098,18036235783404858,0,https://instagram.fhan5-11.fna.fbcdn.net/v/t51.2885-19/311592551_1189352324978104_1771621965076454_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhan5-11.fna.fbcdn.net&_nc_cat=104&_nc_ohc=01haZ5laLLkAX_qL4ef&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDTtwI-aMHOEu3NrjyF4XZC7ycXeA9OB79l4_SYrssMfQ&oe=652364D3&_nc_sid=2999b8,derry_kernan,https://www.instagram.com/p/ClVyrw-DO1x/,@xnater4 sending you lot's of love and hugs !!! 🏳️‍🌈🏳️‍🌈🏳️‍🌈🫂🫂🫂🤗🤗🤗😘😘😘,2022-11-25,en,10,15,"['🏳', '🌈', '🏳', '🌈', '🏳', '🌈', '🫂', '🫂', '🫂', '🤗', '🤗', '🤗', '😘', '😘', '😘']","['🌈🏳', '🌈🏳', '🌈🫂🫂🫂🤗🤗🤗😘😘😘']"
9,3947,20201,17931519527548157,0,https://instagram.fsaw2-1.fna.fbcdn.net/v/t51.2885-19/363815383_1329171751362422_3582190479494561030_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsaw2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=fhtLn_sCU_gAX-SkXSp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDFjE8CmKflXKNFS9UH3jkNR2-hJECmfrMmWW4YxWQsgg&oe=652452FE&_nc_sid=2999b8,_.favorx,https://www.instagram.com/p/ClUZDg4pwnu/,Spain and Belgium 🔥😍,2022-11-25,en,4,2,"['🔥', '😍']",['🔥😍']
9,3921,29570,17929896272600519,0,https://instagram.fbog10-1.fna.fbcdn.net/v/t51.2885-19/93471739_162788784983961_6413970852651466752_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbog10-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=VCNkQ6PO_BsAX-mEOwV&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD356iTShXZNc2WBlE1mLi3yXOAnBNOKlZRHYOUYqdFbA&oe=65241F61&_nc_sid=2999b8,daryo_reisumies,https://www.instagram.com/p/ClSAMIUM9NQ/,Senior Hazard laugh 😂 should be the funniest among them,2022-11-25,en,10,1,['😂'],[]
9,4587,16425,17966080259022312,0,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/382942219_341357721670870_6726350222560889892_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=6sOZ2MlZQlgAX9dCVaZ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC9FxSzTSLKBjcj5hOkIHWurbkr_F0B4CrUt891M7Xl9A&oe=6522CFBD&_nc_sid=2999b8,gokselinia,https://www.instagram.com/p/ClWRGOetSPz/,@ryan_magar5 is someone with an anime profile picture telling me that? you are very funny🥢,2022-11-25,en,15,1,['🥢'],[]
9,4559,37590,18264501247104097,0,https://instagram.fcai20-5.fna.fbcdn.net/v/t51.2885-19/11848958_868960659853355_1885167437_a.jpg?_nc_ht=instagram.fcai20-5.fna.fbcdn.net&_nc_cat=111&_nc_ohc=d4Tp8EtXwMwAX8SJESH&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAP1L5T4tQdywB92kDvyCanMG4GfqaUgakUYgiuJ-1T6Q&oe=652339DD&_nc_sid=2999b8,umsta,https://www.instagram.com/p/ClU28G1NcEq/,@nadia.mostafa27 I’ll buy this one for you 😂,2022-11-25,en,8,1,['😂'],[]
9,3874,19240,17965977386055997,1,https://instagram.fhio2-2.fna.fbcdn.net/v/t51.2885-19/323548313_141470761788940_8461184332239924665_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhio2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=PhKmh6UMCLgAX8VTITt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB9FTrkuvp2VfofB42YQsqaeLluY9BB83lDijrLus_guQ&oe=652458F7&_nc_sid=2999b8,team1masson,https://www.instagram.com/p/ClRihuohwW4/,The France 🇫🇷 is on Fire 🔥,2022-11-25,en,7,1,['🔥'],[]
9,3737,34605,17972482564911371,0,https://instagram.fbir1-1.fna.fbcdn.net/v/t51.2885-19/330179399_1957684997914871_7576012844841794088_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbir1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=6nMTPyu4XKoAX-JkaZd&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAxi4UVQh29pRYJl6-0nCtNZgjMNruYi_tT9EPMAd5FOw&oe=6524AE2A&_nc_sid=2999b8,chicoodelapt512,https://www.instagram.com/p/ClRYuz6vHYZ/,THE GREAT STRAINER 👏👏👏👏,2022-11-25,en,4,4,"['👏', '👏', '👏', '👏']",['👏👏👏👏']
9,4281,15934,18040165210371233,1,https://scontent-lga3-2.cdninstagram.com/v/t51.2885-19/323807344_570345907822044_3971832130493820050_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=100&_nc_ohc=rfP2YfzgZOUAX_6iiTG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAaYiT83tgL5bhm1ThjJAeWJaFHXEvh_k8K7u-ab3eX3w&oe=65243200&_nc_sid=2999b8,khadijamtsumi,https://www.instagram.com/p/ClYuNwrogTm/,Congratulations 🙌,2022-11-25,en,2,1,['🙌'],[]
10,4591,34918,17988840046651382,0,https://instagram.fhyd3-1.fna.fbcdn.net/v/t51.2885-19/383429869_1431661660762694_8188285744166462069_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhyd3-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=TOVcumuNnPsAX9IJgls&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDQ4cQE6bNyFg69PXO48LPXxKOzStXAWMwUDFFEfyD2SQ&oe=6523AB53&_nc_sid=2999b8,iamahmed_abdullah,https://www.instagram.com/p/ClSui5yLtHq/,Vamos España 🔥,2022-11-25,es,3,1,['🔥'],[]
10,4262,18103,17914185842645661,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/307440246_812306483299002_1797812402550493075_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=ZWgpQwIwRu4AX_OaJaC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBUPfop1BbMWXzHv_ofMD4e5fgrDhpIymWh_fhrvhOuiQ&oe=65249A4C&_nc_sid=2999b8,_senci_yito_,https://www.instagram.com/p/ClSbq5GON2L/,"@iam_yahya_09 Esa es la actitud🔥, yo digo que son candidatos a ganar el mundial",2022-11-25,es,14,1,['🔥'],[]
10,4610,15649,18328551799006383,0,https://instagram.fblq6-2.fna.fbcdn.net/v/t51.2885-19/372593044_814974420272155_407475294894785529_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fblq6-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=u9sDktE6i8oAX9Cmrja&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBTdkDz7uo3kDYUujRoSpYVX0WvGJ0dCzwxsYtwA7ZMFg&oe=65235CA7&_nc_sid=2999b8,johnbudes2,https://www.instagram.com/p/ClYrX2xv8zy/,Que jugador @diegoforlancorazo 🇺🇾⚽️🔥,2022-11-25,es,4,2,"['⚽', '🔥']",[]
10,3994,29302,17975832223888018,0,https://scontent-mia3-1.cdninstagram.com/v/t51.2885-19/75288571_447512819266422_2008449835732041728_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mia3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=A4dRedgZ3hcAX9aoiDg&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCPpKO3yr2B8SN0M2BgoKVcSwKRA2wd_OxPqPaEXn0yFQ&oe=65231DE8&_nc_sid=2999b8,txcris_xxvi,https://www.instagram.com/p/ClQpyViLaeE/,@jl5759600 telo sico 🤫🤐,2022-11-25,es,4,2,"['🤫', '🤐']",['🤫🤐']
10,3911,18100,18003404821521642,1,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/317644324_134732679155736_2769356003787128274_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=100&_nc_ohc=VVFAdBF3vMYAX_aZfOi&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC8321bXxaVTQyr4XBaWgjBNAlnG_bPHj5qbBwsk4-UzA&oe=652350A2&_nc_sid=2999b8,88tapatio88,https://www.instagram.com/p/ClSbq5GON2L/,@lauhernandezchavez La Payasada Les salió caro 😂,2022-11-25,es,7,1,['😂'],[]
10,4584,20316,17889363383737293,0,https://instagram.fnag10-1.fna.fbcdn.net/v/t51.2885-19/355532202_223234027208217_8857541486705936672_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fnag10-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=dbdlv8Wy2TgAX83z4hT&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB4TYhSMF_KlCf51sBkgFifWlneKO8YHFs3P0O1hlylYA&oe=6522E238&_nc_sid=2999b8,yese791,https://www.instagram.com/p/ClLzp9TKPPr/,Hola Buena noche es Portugal ⚽️👍🇵🇹,2022-11-25,es,6,2,"['⚽', '👍']",[]
10,4676,16806,17991790369613985,0,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/372607821_634996928735183_8066641543121984495_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=h33gHyw96OQAX8QbSK6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBYc3B_7DLG0CWsHypcLF6-v-u1Xa_Jm_fH0Qsc3Y36Eg&oe=65233C0F&_nc_sid=2999b8,nico.bairaa,https://www.instagram.com/p/ClY0mwmojDG/,Felicitaciones 🔥,2022-11-25,es,2,1,['🔥'],[]
10,4204,28608,18023206600444044,0,https://scontent-del1-1.cdninstagram.com/v/t51.2885-19/324389150_155790196870893_3455369651085007814_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-del1-1.cdninstagram.com&_nc_cat=109&_nc_ohc=RijcsG5oGQUAX8Y-rug&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAUqitW6UMTIUT5aTZgQoUlWqE0clNfWElQDRq3K2BEpA&oe=6523A805&_nc_sid=2999b8,pauladsc97,https://www.instagram.com/p/ClWpWzlhRuL/,Vamooo Halcón 🦅 🇺🇾,2022-11-25,es,4,1,['🦅'],[]
10,4133,18062,18247754131132873,0,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/352174673_3426035520991946_5573188426062075775_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=zxivxp_muRwAX9udfMv&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfACx6NpMGzvEZqn-F96cIRCJUs7ZQqNCJLqyI1ZfD2-Aw&oe=65239A57&_nc_sid=2999b8,leti_tort,https://www.instagram.com/p/ClRyC00AEom/,Ame la camiseta de Francia 😍😍😍 🇺🇾🇨🇵,2022-11-25,es,7,3,"['😍', '😍', '😍']",['😍😍😍']
10,4527,20315,18162493438259913,0,https://instagram.fnag10-1.fna.fbcdn.net/v/t51.2885-19/205124291_333440031783404_1374203492201722683_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fnag10-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=L6yPdTzRSKgAX8WlrlH&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCZ3V1WJtDI8PG1CTK1UHZfgIz_wI1azt-e3NxSelZlJg&oe=6524C4EC&_nc_sid=2999b8,jesussb84,https://www.instagram.com/p/ClLzp9TKPPr/,"@davidy1234561 pero quién cojones te crees q es Argentina, si no jugais a nada🤣🤣",2022-11-25,es,14,2,"['🤣', '🤣']",['🤣🤣']
10,3699,28960,17986072348729126,0,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/384777583_847484803484048_8325326171427087725_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=P6dww4MEHbsAX95o8yx&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDOr_UC72pnwDFKjz-jn8jsgDA5LnjAipOdPaCzrlZFng&oe=6523C0EE&_nc_sid=2999b8,_murcia.m,https://www.instagram.com/p/ClTI9ERMjWC/,La vida cambia cuando empieza a enfocarse en ti🎶🔥,2022-11-25,es,9,2,"['🎶', '🔥']",['🎶🔥']
10,4115,18614,17982505852692795,0,https://instagram.fblr8-1.fna.fbcdn.net/v/t51.2885-19/105562766_682922212267657_4385066999853007062_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fblr8-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=XIqa0FhD4bIAX-LIObL&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAK3L7gviwZ194ULbORMOPxJfMdSIXVg3i9xPlOC-aYPw&oe=65242FD8&_nc_sid=2999b8,mylifeisinfected,https://www.instagram.com/p/ClRJKGGt4Ky/,@daddysjourney una tristeza! 😁😁😁😁😁,2022-11-25,es,4,5,"['😁', '😁', '😁', '😁', '😁']",['😁😁😁😁😁']
10,3697,34885,18206269954206482,0,https://instagram.fhyd3-1.fna.fbcdn.net/v/t51.2885-19/356363443_745349750723376_7689839939814451795_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhyd3-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=UFgUpdPGtTsAX_EyoBb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCLg07A3abJZUCQc_es_vmyBHMGLckEMb-9qdr0ApgN5w&oe=65232C0C&_nc_sid=2999b8,__adrian_v29,https://www.instagram.com/p/ClSui5yLtHq/,@javier_cerdas_ 😂 cm va es la mascota del mundial,2022-11-25,es,9,1,['😂'],[]
10,4540,28760,17975447980745939,0,https://instagram.fdoh12-1.fna.fbcdn.net/v/t51.2885-19/370225185_3262405040724827_7640643843647097113_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fdoh12-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=IdJiRYdQ5vgAX-gFuvM&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBsZreETxi0eAzmf6TmlsSebA3k7O1lLxtkWmpklxvYAA&oe=65247BC1&_nc_sid=2999b8,x_layt_x,https://www.instagram.com/p/ClVTWPvt9WH/,@sandra_cariel cameeron 100% éliminer 🔥🔥,2022-11-25,es,5,2,"['🔥', '🔥']",['🔥🔥']
10,4123,34913,18185333797245587,0,https://instagram.fhyd3-1.fna.fbcdn.net/v/t51.2885-19/356363443_745349750723376_7689839939814451795_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhyd3-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=UFgUpdPGtTsAX_EyoBb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCLg07A3abJZUCQc_es_vmyBHMGLckEMb-9qdr0ApgN5w&oe=65232C0C&_nc_sid=2999b8,__adrian_v29,https://www.instagram.com/p/ClSui5yLtHq/,@javier_cerdas_  mieee ahora es verdad son las mascota 😂,2022-11-25,es,9,1,['😂'],[]
10,4144,29490,17935089821416769,0,https://instagram.fkwi6-2.fna.fbcdn.net/v/t51.2885-19/383075622_263782602677641_2566006098112111147_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fkwi6-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=xgIzBqhRYksAX-SAhmi&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDYQo9Rt4IB3rCMgIR3F1GBQLuFiqM9Ylsz6_z_2eSnQg&oe=6522F6E2&_nc_sid=2999b8,s.officel1,https://www.instagram.com/p/ClTUQYbIrmR/,@queenfir_ marocco ❤️❤️,2022-11-25,es,3,2,"['❤', '❤']",[]
11,4767,16808,17982203437698491,0,https://scontent-vie1-1.cdninstagram.com/v/t51.2885-19/382534524_223263367415434_5231727513820816962_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-vie1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=dC0f99bzqD0AX_iR8mj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAKjt1-js2uFmYwy1B_wekm8YUVr2qQg6R1ALpgnCF8iQ&oe=65244DD4&_nc_sid=2999b8,waqaslalacr7,https://www.instagram.com/p/ClY0mwmojDG/,So sas for Qatar They are host the world cup but not good performances 😢,2022-11-26,en,15,1,['😢'],[]
11,5418,17616,18026643925429602,0,https://instagram.fudr2-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0&_nc_ht=instagram.fudr2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=HAahVpYjX1UAX8O8Z5m&edm=AEVnrqQBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfBG_qPtjeHxOikvNDkkS_Ef2H4QxogXAMADLgupvPGmKQ&oe=65240ACF&_nc_sid=f8b7b3,emir__h.s,https://www.instagram.com/p/ClTtFV9NhVT/,"This is an insult
We lost because of their support🤦‍♂️",2022-11-26,en,10,2,"['🤦', '♂']",[]
11,6158,19540,17953001087485382,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/385711980_3427027387609603_1618851936637259219_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=txmhP5yZ1j0AX9LE1ES&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAf8ZhdUnUTnvBrVjMG4xAAmiZK9iy-4lg4mWRtWsh2OA&oe=652317F4&_nc_sid=2999b8,rodriguez._.1,https://www.instagram.com/p/ClM6YIchymA/,Omg bro I would let him hit any time 😍,2022-11-26,en,10,1,['😍'],[]
11,5719,15446,18031332685419060,0,https://instagram.fflr4-1.fna.fbcdn.net/v/t51.2885-19/336138663_128527803505321_5564562530314234562_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fflr4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=_9GKBEQ8N7kAX_9K60M&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCtMm7tUeOWfWo1if3f1zgLCfG2WlX59Cw6p9aEDxkkuQ&oe=65232257&_nc_sid=2999b8,juanfeoba22,https://www.instagram.com/p/Claw7X_vyec/,Marketing at its finest 💰💰💰💰,2022-11-26,en,5,4,"['💰', '💰', '💰', '💰']",['💰💰💰💰']
11,6061,34540,17932257650544741,0,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/386130569_168545469634977_3419447404806029459_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=jizjl4dLT6kAX-_tHSM&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCDB3GPYaANSSebeY3LhVpLmL7ODEOo-tWyCalblHl_ZQ&oe=6523A624&_nc_sid=2999b8,lvrcelina,https://www.instagram.com/p/ClQ2gqyNPNg/,@cris.frdrck LMFAOO WHAT KINDA COMEBACK IS THATT just bc i support my country im immature? says you who attacks someone for supporting their own country 😭 don’t even got common sense stay in ur place,2022-11-26,en,35,1,['😭'],[]
11,5347,37351,17954328425100178,1,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-19/384329622_1683231218852212_5671308112353120757_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-sjc3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=Mx1lz33cqbQAX-J1qRh&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBlONkpVQjSlp62DW-fHQrCljYoZ13NuX3cDgavoirM4A&oe=65234BB4&_nc_sid=2999b8,i_am_nanakwame,https://www.instagram.com/p/ClXIF1_hEBz/,nodas1 who's in the world cup rn?.we the same small populated country eliminated you...we are playing and you're watching us from home...and you still wanna hate?😂😂😂😂,2022-11-26,en,26,4,"['😂', '😂', '😂', '😂']",['😂😂😂😂']
11,4797,30280,17891938586667073,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/353963672_758175309387722_6609656792297285580_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=1OZyN6yn-jwAX-Kxyt7&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC_3-17ycoI2i5-y_ReSWIAyJ1RGkT6FQXvpRUDY0i07g&oe=6523F390&_nc_sid=2999b8,cristiano_bialnu,https://www.instagram.com/p/ClL9phDrC84/,That is for portugal🔥🔥🔥🔥,2022-11-26,en,4,4,"['🔥', '🔥', '🔥', '🔥']",['🔥🔥🔥🔥']
