,,Unnamed: 0,id,likesCount,ownerProfilePicUrl,ownerUsername,postUrl,text,timestamp,language,word count,emoji count,emoji list,emoji pattern list
35,22370,6935,17986100026624214,0,https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-19/386237497_974912143602034_4042272782926612593_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=-2cgvzZWPScAX-5e-n9&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAWYwiQr2zc0OPBvUH9pa5U0Zy0anmjnNEfuJDYlMUGmQ&oe=6522F67A&_nc_sid=2999b8,o_sarwari1,https://www.instagram.com/p/Cl3UCtmtZM3/,"@ignacbr.04 He is the best, and will remain the best😊",2022-12-08,en,10,1,['😊'],[]
35,22251,25342,18031581928424952,0,https://instagram.fjed2-2.fna.fbcdn.net/v/t51.2885-19/364258188_1236878437023741_4638916766280537284_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fjed2-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=usrgA0CUh4kAX9CCDtP&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfC1yH8GjKPXcuflv51LPSCGakmnO6MU8RZxEL4EBq7Zlg&oe=65232841&_nc_sid=2999b8,setsetmbulmbul,https://www.instagram.com/p/ClqFNN3DaU3/,"@mr.talls.rainbow.world you look at this lolman😅 a man fallin' love to women, make 'happy family, and absolutely for 'future, and this reality from the God.. Don't be stupid human with the lol+stupid+destroy thingked😅😅😅",2022-12-08,en,33,4,"['😅', '😅', '😅', '😅']",['😅😅😅']
35,22085,7970,17947856906245563,0,https://instagram.fhyd14-1.fna.fbcdn.net/v/t51.2885-19/334252088_529312679370970_1556143714601035237_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhyd14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=gtFOiIMnrrEAX-7bN5i&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDgSWpCUBwH44xf1Fq3twJNa634oxHc015Xpqxy-eV-lw&oe=65248953&_nc_sid=2999b8,javon_pestana,https://www.instagram.com/p/Cl16aGUroD3/,@officialmatikofodina final Ek 2016 don’t forget my bro 🤣🤫,2022-12-08,en,9,2,"['🤣', '🤫']",['🤣🤫']
35,22170,7924,17967796307060296,1,https://instagram.falg6-1.fna.fbcdn.net/v/t51.2885-19/347832253_278179524551866_7770843988166038600_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.falg6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=F1lf7LHxSIMAX8QF_QH&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAsBMoPI62DMB4Hti5363Dk5uCJOqzkQ1-A3VRq8Sg3ZA&oe=6524B06B&_nc_sid=2999b8,cvsanchita,https://www.instagram.com/p/ClzVkw_Pb16/,@nanaresty7 💯 hate Neymar though.,2022-12-08,en,5,1,['💯'],[]
35,21741,35851,17981698567772972,0,https://instagram.fcok4-1.fna.fbcdn.net/v/t51.2885-19/385013997_696041669083765_6205505724446735655_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fcok4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=Yxx2LNxvEhEAX9DxxZD&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCqlgoDyGv-2aL3cSzvQ0FhyBQ6Le6I5E010ZmrkOxOpQ&oe=65231FB7&_nc_sid=2999b8,asif_shaikh___7,https://www.instagram.com/p/Cl1vrryvJzg/,@cammycamibee bye bye Australia 😂😢🥱,2022-12-08,en,5,3,"['😂', '😢', '🥱']",['😂😢🥱']
35,21746,24149,17988446383646362,0,https://instagram.fsrg6-1.fna.fbcdn.net/v/t51.2885-19/346807603_237928605488685_3128186991283406918_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fsrg6-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=fNJgDcAXeoMAX-5IcHu&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAwoCRAGKnLhFrCyE8wQ7AulbbFOjm35spkCLiY1fhq3g&oe=6524109A&_nc_sid=2999b8,10_shan_a,https://www.instagram.com/p/ClzSR2Gv-3e/,Boys 🇧🇷❤️🍻,2022-12-08,en,2,2,"['❤', '🍻']",[]
35,22391,7978,17910997319598197,0,https://instagram.fhyd14-1.fna.fbcdn.net/v/t51.2885-19/343284672_1312338819659410_9171413683004745082_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fhyd14-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=XIx1DLT9v04AX_LqFL2&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBVexUIig7wN0LpzbayYZ9NMjBXXO6uilVwYSuQDCn75w&oe=6523EA4F&_nc_sid=2999b8,eddyrexofficial,https://www.instagram.com/p/Cl16aGUroD3/,"@adil_m.p_ that you not me , I support Portugal because of Ronaldo, a win for Portugal is a win for my GOAT 🐐",2022-12-08,en,23,1,['🐐'],[]
35,22351,8469,17854224320866741,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/345572299_765120644990106_7359721037674640201_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_ohc=dfK7vk0HFQcAX-Zlw7X&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBlVe-ML6Naiyt0kmUldQu0VJJR99KkEX9vSxHBzPnfLg&oe=652468FC&_nc_sid=2999b8,saad___borj,https://www.instagram.com/p/Cl1BY2BgdpC/,Airport this way ⬆️🇪🇦🇪🇦,2022-12-08,en,4,1,['⬆'],[]
35,22260,24372,18334838866039913,0,https://instagram.fntr8-1.fna.fbcdn.net/v/t51.2885-19/361099868_591308173120181_2326877922531670791_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fntr8-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=mSpwm7I2RwsAX-yiul9&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDqGkWjgLyfM68B_NHSEGh4pvSvjXvyNq2s-0Zu70roag&oe=65237CEE&_nc_sid=2999b8,hossain_6699,https://www.instagram.com/p/Cl11NznPV7X/,Morocco 🇲🇦 always best 😍,2022-12-08,en,5,1,['😍'],[]
35,22548,24390,17926803725610181,0,https://instagram.fntr8-1.fna.fbcdn.net/v/t51.2885-19/386123531_743091437842243_1887634822572741564_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fntr8-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=RSY57IivoT4AX89sZZC&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCTMG-Rs0t0NN8mikAZ0WXexVBrq1Z6wqUBy8z9fZMs5A&oe=65233668&_nc_sid=2999b8,i_hibat,https://www.instagram.com/p/Cl11NznPV7X/,@cammycamibee 😂🫶🏻Thank you I will wait for that,2022-12-08,en,8,3,"['😂', '\U0001faf6', '🏻']",['😂\U0001faf6🏻']
35,22264,33959,18066284095342541,0,https://instagram.fbog2-5.fna.fbcdn.net/v/t51.2885-19/361494949_675813231126081_7150276716209598510_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbog2-5.fna.fbcdn.net&_nc_cat=109&_nc_ohc=QN2kP536s1YAX9Pr51k&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDR-gz_3yTOjUAyQ78Nowmqw1kBLvSStkCOT0KFZOGFeA&oe=65237C2C&_nc_sid=2999b8,el_guanmen,https://www.instagram.com/p/ClTlqYQoLOk/,"@daftaresher1 hey Man, remember me? Quick question, where are the asian teams now un the wc? 😂😂😂😂😂😂😂",2022-12-08,en,17,7,"['😂', '😂', '😂', '😂', '😂', '😂', '😂']",['😂😂😂😂😂😂😂']
35,22318,31448,17871722708766384,1,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/366577448_822676929353656_5061461676107140687_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=fvf_oSogSy8AX_oERHb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAYwuImo1HjFlZDJW1BRo2zyRjAc8WJhYFZwxNzso5x2g&oe=65241F9E&_nc_sid=2999b8,shekhalisher786,https://www.instagram.com/p/Cl1mNysL7lQ/,#strongteam 💪⭐⭐⭐⭐⭐💪 #morocco🇲🇦 #congratulations🎉🏆🎉 @fifaworldcup,2022-12-08,en,5,10,"['💪', '⭐', '⭐', '⭐', '⭐', '⭐', '💪', '🎉', '🏆', '🎉']","['💪⭐⭐⭐⭐⭐💪', '🎉🏆🎉']"
35,21924,8984,17968983430999956,0,https://instagram.fpnq15-1.fna.fbcdn.net/v/t51.2885-19/311998209_1625008777900706_6430309481032433105_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fpnq15-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=hE0WkVWSqQkAX_JGFjp&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfAsmhos--PCeVahjSFqBvya5BYc-Ce2o_k7zjnjC1qPnA&oe=65230D76&_nc_sid=2999b8,sabbirahmedsagor72,https://www.instagram.com/p/ClzDnYBql7s/,Prince @neymarjr The King Of Football 🇧🇷💪🔥✌️👌💝,2022-12-08,en,7,5,"['💪', '🔥', '✌', '👌', '💝']","['💪🔥✌', '👌💝']"
36,21778,33152,17848912535871902,0,https://instagram.fuln6-2.fna.fbcdn.net/v/t51.2885-19/347453979_1588320618359801_3493807985775341305_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuln6-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=r3SoTovTqfcAX9ZcThb&edm=AE-LrgUBAAAA&ccb=7-5&oh=00_AfBxeK9vl09vtj9hFgldT6YThefAWlfQ8lLlzL1fWGSgHw&oe=65247C34&_nc_sid=8353fa,v.valencc,https://www.instagram.com/p/CluJzkagjKV/,Este mundial lo gana nueva zelanda muchachos 🇸🇻🇸🇻🇸🇻 💙💙💙,2022-12-08,es,9,3,"['💙', '💙', '💙']",['💙💙💙']
36,21865,32076,18330487366028021,0,https://instagram.fktw1-1.fna.fbcdn.net/v/t51.2885-19/26187461_431194103964486_8934675532197396480_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fktw1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=eBkDoG3PrngAX-lw-iQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvMScY-yr1TsQIrXDP1ZiqyRYYIVOi1fraMc18vyBxQg&oe=65246153&_nc_sid=2999b8,kilian_reim,https://www.instagram.com/p/Clrw_R1Psq7/,"@sebassss_07 nuestro objetivo es ganar los mundiales, no partecipar 😘",2022-12-08,es,10,1,['😘'],[]
36,21790,14860,18304351660076655,0,https://instagram.fdet1-2.fna.fbcdn.net/v/t51.2885-19/277933884_119910407309492_1913654818447961358_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fdet1-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=z-GqEMXbW6kAX_LDTdc&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfA6uR7mSXRqeR_n81eKpnGt_QumyD7byGBCv_mJe0wW8w&oe=65238BA6&_nc_sid=2999b8,jazzita.diaz_leon,https://www.instagram.com/p/Clb9M6BJwmi/,Publiquen los goles que nos anularon 😍,2022-12-08,es,7,1,['😍'],[]
36,22217,8456,17996654302582452,1,https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/343121315_624859909074167_8520810320937531263_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=111&_nc_ohc=lYHpGhHRsikAX-d0awq&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBYyZr36tJOleL9m5QYyvLUk4YnJDoJgzip28VF3KCWSw&oe=65231E18&_nc_sid=2999b8,_monniiiiiiiiii_,https://www.instagram.com/p/Cl1BY2BgdpC/,"@abderazak_ot vale, el caso es que la derrota era merecida, pero no estas para bromear, repito que Marruecos no tiene ni trofeos ni historia 😂",2022-12-08,es,25,1,['😂'],[]
36,22069,8788,17961822644144054,1,https://scontent-del1-2.cdninstagram.com/v/t51.2885-19/317610120_717603456023828_2034237046531142690_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-del1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=OCENcEjD7BQAX9dwY-o&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBbaxKxCwLMLIHRS-bcKB0yx3BfUgNvtqNlLeHJdpPJLg&oe=652376AE&_nc_sid=2999b8,yoangelaarmindagonzalez,https://www.instagram.com/p/Cly8goPuxpk/,"Brasil va ganar el catar escribano hoy se los dice su amiga y compañera Yoangela Arminda Gonzalez hoy 08/12/2022🇻🇪💚💚💚💚💚 desde Venezuela 🔥🔥🔥🔥🙌🙌🙌,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",2022-12-08,es,22,12,"['💚', '💚', '💚', '💚', '💚', '🔥', '🔥', '🔥', '🔥', '🙌', '🙌', '🙌']","['💚💚💚💚💚', '🔥🔥🔥🔥🙌🙌🙌']"
36,21921,8339,17967282626068031,0,https://scontent-bog1-1.cdninstagram.com/v/t51.2885-19/346044223_2793003207508054_1870128992625065172_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-bog1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=mIYutYmHp44AX_8aJTz&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDVOOwzocDkUckeoX2DViRiymSF5j4EvxHT25GT6IRNCQ&oe=6523F316&_nc_sid=2999b8,fikrameel,https://www.instagram.com/p/Cl1AcVSsVuS/,Maroc❤️,2022-12-08,es,1,1,['❤'],[]
36,21954,7473,17976655456882829,3,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/351267766_1731443400630787_8641957741004674140_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=m_A2SLiuJssAX-sd1Qk&edm=AE-LrgUBAAAA&ccb=7-5&oh=00_AfBVIvxXOj2xg86UBzLu7RORc43uYCJiQ3411x4EJH51Gw&oe=65248980&_nc_sid=8353fa,sarah_bcb,https://www.instagram.com/p/Cl3UXz3BDM4/,Merci Eden 🖤💛❤️,2022-12-08,es,3,3,"['🖤', '💛', '❤']",['🖤💛❤']
36,22489,31337,18266634502111432,0,https://instagram.fbkk5-6.fna.fbcdn.net/v/t51.2885-19/88991325_2545722992364505_3377275948989677568_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbkk5-6.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hMAy4m4Eu_cAX8NkxSI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCg5B1GNf2JeGO-h0GonaHZoq8qgCbnIL-Je4uUyYV6Ug&oe=6523A22E&_nc_sid=2999b8,ro16968,https://www.instagram.com/p/Cl5hJtcOjmJ/,"$$$$$$$$$$$$$$$$$$$👎👎, desastre, estafadores!!! $$$$$$$$$$",2022-12-08,es,4,2,"['👎', '👎']",['👎👎']
36,22019,39549,17960551007314309,0,https://instagram.fmex23-1.fna.fbcdn.net/v/t51.2885-19/335715095_181110801334513_3354366211365578347_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmex23-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=sDj88ms3DxsAX8Fwth_&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCgcucjGD9nT3Kam0i50qBBwv53PmTzuTWGMpbsXERQyg&oe=65238770&_nc_sid=2999b8,yessmath16,https://www.instagram.com/p/ClMAsmnLMrf/,Hermosa actuacion realmente eres increíble JK 💜💜💜,2022-12-08,es,7,3,"['💜', '💜', '💜']",['💜💜💜']
36,21646,25556,17933766215464239,0,https://scontent-ssn1-1.cdninstagram.com/v/t51.2885-19/212083616_365191098376086_6280626023684052655_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-ssn1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=E0Yr4YPoBH8AX8o_D-5&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfD8sTC290t0JpA4nEmGVpyCUnTir49hPIJhkkm7ihPDpg&oe=65249A3E&_nc_sid=2999b8,crossfitness.tucuman,https://www.instagram.com/p/CluN87lBlls/,@memphisdepay argentina 5 Holanda 1 😎,2022-12-08,es,6,1,['😎'],[]
36,22561,27634,17895807557656981,0,https://instagram.flpb2-2.fna.fbcdn.net/v/t51.2885-19/299874331_929896635055444_2511960553208367857_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flpb2-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=UN6JWqXsbO0AX8JIGSf&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCfKEpiKCoODlKvpfSIqSIz4oToHyH-u7Er_iG3ZbnDHA&oe=6523157D&_nc_sid=2999b8,ranndalgo,https://www.instagram.com/p/ClctlAnvvDL/,Merecias ganar japon 😢,2022-12-08,es,4,1,['😢'],[]
36,22263,36455,17999119717560902,0,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=1&_nc_ohc=HAahVpYjX1UAX80Iboe&edm=AAAAAAABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfBYEIJWNL1XW9aEU2IM8tvPISA824PpjPqrYhIY14lFqQ&oe=65240ACF&_nc_sid=000000,_sokhnaaa_,https://www.instagram.com/p/ClwpzetvWo7/,"@anthony_pv05 Si vosotros hubierais jugado contra Inglaterra, sería  50-0😂",2022-12-08,es,9,1,['😂'],[]
36,22211,8454,17870227706805416,1,https://instagram.fbog18-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0&_nc_ad=z-m&_nc_ht=instagram.fbog18-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=HAahVpYjX1UAX_uyHb1&edm=AJgCAUABAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCyWc3FRMRCUMpTYC18ajkU3qJhqZcvN7nSLB_PWzu9Yw&oe=65240ACF&_nc_sid=f93d1f,scoiwly,https://www.instagram.com/p/Cl1BY2BgdpC/,"@_monniiiiiiiiii_ Hay un proverbio marroquí que dice: ""Llorar después de los muertos es una pérdida"".😂",2022-12-08,es,15,1,['😂'],[]
37,23339,8998,17966225543077846,2,https://instagram.fpnq15-1.fna.fbcdn.net/v/t51.2885-19/369968127_246518734443051_2377686372139063544_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fpnq15-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=AuBP1mFxFtsAX9uNjSE&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBxcOMkQKivtluZ61Wf6FU4ZVZU2fL6r7Ogynbn3BZp0A&oe=65236FA1&_nc_sid=2999b8,rolandholden,https://www.instagram.com/p/ClzDnYBql7s/,@siyoo01 @echoesofctrl BYE BYE BRAZIL BTW 🤣🤣🤣,2022-12-09,en,7,3,"['🤣', '🤣', '🤣']",['🤣🤣🤣']
37,23108,39077,17868817652778003,0,https://instagram.flhr3-4.fna.fbcdn.net/v/t51.2885-19/292451327_368345932050928_2732873174670160441_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flhr3-4.fna.fbcdn.net&_nc_cat=104&_nc_ohc=JcCLVzrrQZEAX8ochbG&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCc6KmPtO3D1Sj_3SEtGGH_P3GNlcUyEPchSBwJgWgxOg&oe=6523BAE1&_nc_sid=2999b8,prit_ishh,https://www.instagram.com/p/Cl1jRhDLGK0/,Yeah finally…byeeee☠️☠️,2022-12-09,en,2,2,"['☠', '☠']",[]
37,22996,39071,17966991368052257,0,https://instagram.flhr3-4.fna.fbcdn.net/v/t51.2885-19/365046779_672939737590033_7511324638254391323_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.flhr3-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=-Wo7Y_mTdAIAX9yzW3E&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfBZ3bXxSp8GYrAK6m9lT5l2QGur8NH1rwEK3XlIZZcbiw&oe=6524AE96&_nc_sid=2999b8,hermanfuso,https://www.instagram.com/p/Cl1jRhDLGK0/,Since when Busquets is a leader? 😂😂😂,2022-12-09,en,7,3,"['😂', '😂', '😂']",['😂😂😂']
37,23467,8441,17970554272841245,0,https://instagram.fbah9-1.fna.fbcdn.net/v/t51.2885-19/331099321_3155148144775234_5862101733913010574_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbah9-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-bABFwu46jcAX8oBcQb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvvkWC_ZnMewZRxh-xYuDR2aca9m6oVRiXvG3amAsWrA&oe=65246148&_nc_sid=2999b8,faki_ra_bak_717,https://www.instagram.com/p/ClzOkjSKUbj/,@saif__tk where’s the magic today’s match 🤣🤣🤣🛫🏠,2022-12-09,en,7,5,"['🤣', '🤣', '🤣', '🛫', '🏠']",['🤣🤣🤣🛫🏠']
37,22758,7495,17939075756345655,0,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/353850647_822041449531399_2947502694398882372_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=lzcNv8AHCmEAX8vYKi2&edm=AE-LrgUBAAAA&ccb=7-5&oh=00_AfDvHxENVPAaP9NulvxYKpMR4HfC0IeXDKKE3PZ5PjWsFA&oe=6524097B&_nc_sid=8353fa,elmarruecoss,https://www.instagram.com/p/Cl3UXz3BDM4/,@manas.f.rollins 🧅🧅,2022-12-09,en,2,2,"['🧅', '🧅']",['🧅🧅']
37,22704,8633,17948240516462288,0,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/374215921_143428468821632_2594832097992594457_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=108&_nc_ohc=D67JooslAUAAX8pOtqj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCbRQ8cXKzOzhS0GmfLfKiSGZFW6WxsMtyh4nQvEp7Rsg&oe=65238213&_nc_sid=2999b8,vishalverma3406,https://www.instagram.com/p/Cl0anAxrzrh/,"No any Asian countries left into this tournament, now my favorite is #Portugal ❤️",2022-12-09,en,14,1,['❤'],[]
37,23768,17495,17992237228622842,0,https://scontent-iad3-1.cdninstagram.com/v/t51.2885-19/277455706_338854998264583_1163834575196289277_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iad3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=p1rgIjp6yvQAX9S4oLe&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCevx4nroI0no9PNA3FDHHLr8nTBJ1Rx0OmdjLIt_Utug&oe=6524B652&_nc_sid=2999b8,shadab9703945,https://www.instagram.com/p/ClW6OZ-sQSi/,@lamis.bnmbrk madam we're now in semi😂😂. Hope you enjoyed the game.,2022-12-09,en,11,2,"['😂', '😂']",['😂😂']
37,23380,7188,17923471454631560,0,https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/367960142_975374943793687_6017394900502829662_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=bMXtaFYbIP0AX__cy6E&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfB_Kav7e1B913Z-s48ko7KqaRJ9vdJ4Do1_cy2irFWWOA&oe=6524C15D&_nc_sid=2999b8,gomeshs_._,https://www.instagram.com/p/Cl6fUvNrOAm/,@santhoshlo77 lost😂,2022-12-09,en,2,1,['😂'],[]
37,23469,8442,17861613422806544,0,https://instagram.fbah9-1.fna.fbcdn.net/v/t51.2885-19/331099321_3155148144775234_5862101733913010574_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbah9-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-bABFwu46jcAX8oBcQb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvvkWC_ZnMewZRxh-xYuDR2aca9m6oVRiXvG3amAsWrA&oe=65246148&_nc_sid=2999b8,faki_ra_bak_717,https://www.instagram.com/p/ClzOkjSKUbj/,@saif__tk let’s go back home BARZILLLLLL 🤣🤣🤣🇧🇷🇧🇷🇧🇷,2022-12-09,en,7,3,"['🤣', '🤣', '🤣']",['🤣🤣🤣']
37,23464,8440,17973380263920568,0,https://instagram.fbah9-1.fna.fbcdn.net/v/t51.2885-19/331099321_3155148144775234_5862101733913010574_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbah9-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=-bABFwu46jcAX8oBcQb&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDvvkWC_ZnMewZRxh-xYuDR2aca9m6oVRiXvG3amAsWrA&oe=65246148&_nc_sid=2999b8,faki_ra_bak_717,https://www.instagram.com/p/ClzOkjSKUbj/,@pictures_for_stickers Brazil 🇧🇷🛫🏠🤣🤣🤣🤣,2022-12-09,en,3,6,"['🛫', '🏠', '🤣', '🤣', '🤣', '🤣']",['🛫🏠🤣🤣🤣🤣']
37,23690,31766,17965417967090102,1,https://scontent-gig4-2.cdninstagram.com/v/t51.2885-19/383471371_290494190422529_8795447973650214444_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-gig4-2.cdninstagram.com&_nc_cat=105&_nc_ohc=HnDdGydr9kQAX_9n8pj&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDBhmE5XxLwZMlp5HnUF3_YfHzkqgVCYsWFiXBI6QDrfA&oe=652464B5&_nc_sid=2999b8,farynanadia,https://www.instagram.com/p/CltpONUq1TD/,@gswpalace But only penalties ? Atleast we score 2🤣🤣🤣🤣 Argentina should get an oscar for their acting skills,2022-12-09,en,18,4,"['🤣', '🤣', '🤣', '🤣']",['🤣🤣🤣🤣']
37,23475,23712,17996031619578739,0,https://instagram.fbau2-1.fna.fbcdn.net/v/t51.2885-19/318947651_659346089168623_7575272554108796505_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fbau2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=MIwmXCyRV70AX-i9Kud&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfDLfp1uArSYos_2ymTAWkKEml9L2m4tFsfAGWTibZE4gQ&oe=65232DD7&_nc_sid=2999b8,2221.anime,https://www.instagram.com/p/Cl2BmpRMeMQ/,❤️❤️wa bounou,2022-12-09,en,2,2,"['❤', '❤']",[]
37,23146,13823,18197281960233862,0,https://scontent-iev1-1.cdninstagram.com/v/t51.2885-19/350570770_272393671834440_2453179194369236630_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=100&_nc_ohc=wxk_HTuSHqgAX_28UUV&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AfCPmpWpAGaDoBemGEXbVpAOK7KCsJw4-Mhhy2ecRh3eQQ&oe=65233E1E&_nc_sid=2999b8,austin_martin17,https://www.instagram.com/p/CleUyoOvTIa/,Where’s Croatia now??? Someone please find them! Oh they are on the plane heading home🤣🤣🇧🇷,2022-12-09,en,15,2,"['🤣', '🤣']",['🤣🤣']
